numenq,sch_lev,farm_f,trad_f,exec_f,tech_f,whc_f,blc_f,noocc_f,farm_m,trad_m,exec_m,tech_m,whc_m,blc_m,noocc_m,orfr,oroecd,orother,foreign,late6,urban,male,age98,date_first,full_first,wage_first,employed_36,full_36,wage_36,experience_36,employed_60,full_60,wage_60,experience_60
d07525,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,23,10,0,823,1,1,823,26,1,0,1274,50
d05456,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,24,12,1,1037,1,1,1156,22,1,1,1404,35
613313,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,25,9,1,1220,1,1,1677,25,1,1,1677,49
b17650,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,22,11,1,1265,1,1,2300,19,1,1,2300,43
511447,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,22,9,1,810,1,1,1625,27,1,1,1625,51
d09608,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,24,14,1,1220,1,1,1296,22,1,1,1296,46
505191,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,25,7,1,810,1,1,1004,29,1,1,1004,53
d09507,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,25,2,1,1074,1,1,1871,34,1,1,1871,58
512517,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,24,17,1,871,1,1,1219,14,1,1,1219,38
609880,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,22,9,1,1067,1,1,1372,25,1,1,1524,49
706460,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,34,6,1,1067,1,0,1067,30,1,0,1067,54
c01005,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,23,10,1,1085,1,1,1233,25,1,1,1233,49
d05413,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,26,9,1,1143,1,1,1524,27,1,1,1638,51
d06776,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,23,9,1,1128,1,1,1357,17,1,1,1075,39
504049,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,24,7,1,932,1,1,1059,24,1,1,1079,48
520070,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,23,18,1,823,1,1,925,12,1,1,1354,36
a04138,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,22,7,1,1261,1,1,1517,18,1,1,1517,42
602503,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,24,7,1,1067,1,1,1650,29,1,1,1650,53
503571,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,24,28,1,1143,1,1,2128,8,1,1,2128,32
607176,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,22,9,1,1281,1,1,1600,25,1,1,1600,49
b03205,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,23,17,1,1931,1,1,2500,19,1,1,2500,43
a00405,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21,9,1,1403,1,1,1372,27,1,1,1372,51
700104,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,1,24,21,1,799,1,1,1759,13,1,1,1759,37
801554,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,23,10,1,1128,1,1,1406,26,1,1,1406,50
c02792,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,29,10,1,1288,1,1,1476,19,1,1,1476,43
511188,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,23,21,1,1110,1,1,1143,15,1,1,1143,39
900862,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,23,10,0,1200,1,1,1200,26,1,1,1200,50
702784,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,27,18,1,822,1,1,951,18,1,1,951,42
e04446,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,28,36,1,869,1,1,152,0,1,1,152,24
c01221,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,23,13,1,1111,1,1,2000,23,1,1,2000,47
a05959,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,25,9,1,1296,1,1,2058,27,1,1,2058,51
511100,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,27,34,1,2030,1,1,2020,2,1,1,2020,26
407532,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,23,18,1,1296,1,1,1842,18,1,1,1842,42
506043,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,23,17,1,1599,1,1,1475,4,1,1,1475,28
a02079,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,26,9,1,1296,1,1,1970,25,1,1,1970,49
e03647,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,24,9,1,2134,1,1,2668,27,1,1,3049,51
706247,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,23,18,1,1067,1,1,1067,18,1,1,1326,42
706617,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,29,9,0,1500,1,1,1500,27,1,1,1500,51
704506,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,23,14,1,1829,1,1,2058,20,1,1,2058,44
901015,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,25,16,1,1299,1,1,1492,20,1,1,1492,44
709958,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,27,18,1,1677,1,1,1500,18,1,1,1500,42
703596,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,27,9,1,2033,1,1,2958,27,1,1,2958,51
e02678,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,24,10,1,711,1,1,1199,26,1,1,1800,50
e03072,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,29,12,1,2439,1,1,5600,24,1,1,5600,48
707722,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,28,13,1,1211,1,1,2668,23,1,1,2668,47
900822,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,28,2,1,1599,1,1,2576,34,1,1,2576,58
e02659,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,23,15,1,1464,1,1,1741,21,1,1,1741,45
700779,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,23,8,1,2007,1,1,2478,28,1,1,2478,52
703966,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,28,10,,2701,1,1,2701,26,1,1,2701,50
900869,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,23,17,1,1906,1,1,2134,19,1,1,3100,43
e00004,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,23,22,1,1651,1,1,1651,14,1,1,1083,24
e03140,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,25,24,1,1357,1,1,1982,12,1,1,1982,36
900211,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,25,15,0,1319,1,1,1319,21,1,1,1319,45
704075,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,23,8,1,1524,1,1,2400,18,1,1,2600,42
e04063,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,23,11,1,1982,1,1,2592,25,1,1,2592,49
901158,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,25,7,1,983,1,1,1300,29,1,1,1500,53
702759,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,23,21,1,2388,1,1,2593,10,1,1,2593,34
708921,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,19,21,1,2134,1,1,3500,15,1,1,3500,39
706511,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,23,9,1,1753,1,1,3016,27,1,1,3016,51
900491,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,24,11,1,701,1,1,1372,25,1,1,1372,49
900977,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,23,12,1,1982,1,1,2439,24,1,1,2439,48
706315,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,24,19,1,1591,1,1,1849,17,1,1,1849,41
e04081,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,32,10,0,995,1,1,995,26,1,1,995,50
900014,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,23,12,1,1982,1,1,2892,24,1,1,2892,48
900596,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,22,22,1,1868,1,1,2375,14,1,1,2375,38
900889,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,29,12,1,2134,1,1,2884,24,1,1,2884,48
e00298,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,29,18,1,2395,1,1,2125,18,1,1,2300,42
707963,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,25,9,1,1829,1,1,2808,27,1,1,2808,51
700751,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,28,13,1,3176,1,1,3979,23,1,1,3979,47
e02791,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,23,9,1,1982,1,1,2439,27,1,1,2637,51
709010,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,24,17,1,892,1,1,1448,18,1,1,1448,42
e00861,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,23,7,1,2160,1,1,3354,29,1,1,3354,53
705258,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,25,10,1,1906,1,1,1982,26,1,1,2870,50
e00067,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,25,10,,2592,1,1,2592,26,1,1,2592,50
707109,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,26,7,1,2287,1,1,2308,25,1,1,2308,49
701388,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,23,14,1,1630,1,1,2275,22,1,1,2275,46
709951,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,23,7,1,1524,1,1,1524,29,1,1,1524,51
701853,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,23,12,1,1599,1,1,1524,21,1,1,2158,45
705905,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,24,11,1,2546,1,1,2800,25,1,1,2800,49
e02095,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,24,10,1,1982,1,1,2230,26,1,1,2534,50
705907,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,26,11,1,1570,1,1,1583,25,1,1,1583,49
707817,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,28,19,1,1143,1,1,1300,17,1,1,1300,41
900569,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,21,7,1,1567,1,1,3633,29,1,1,3811,45
900805,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,24,31,1,1037,1,1,1037,5,1,1,1240,29
702808,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,26,6,1,1718,1,1,1869,25,1,1,1869,49
700759,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,23,13,1,1299,1,1,1220,23,1,1,1528,42
e01923,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,25,10,1,1868,1,1,3230,26,1,1,3230,50
700587,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,24,10,1,1575,1,1,3558,26,1,1,2973,50
900269,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,25,7,1,1734,1,1,2329,29,1,1,2329,53
e02821,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,26,7,1,1601,1,1,2642,29,1,1,2808,53
705231,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,28,4,1,1906,1,1,2492,32,1,1,2492,56
704535,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,25,6,1,1947,1,1,2668,30,1,1,2668,54
e03709,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,28,10,1,1098,1,1,1500,26,1,1,1500,50
900611,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,23,12,1,1067,1,1,2491,13,1,1,2491,37
709931,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,28,7,1,1067,1,1,915,29,1,1,915,53
b10073,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,28,5,1,1899,1,1,2769,31,1,1,2769,55
708482,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,24,12,1,3049,1,1,1341,24,1,1,1341,48
701479,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,24,10,1,1518,1,1,2433,26,1,1,2433,50
e03221,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,23,23,1,1149,1,1,1400,13,1,1,1400,37
e03476,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,24,12,1,1524,1,1,1817,13,1,1,1817,37
704751,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,25,15,1,1464,1,1,1464,21,1,1,1456,39
706025,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,27,12,1,1110,1,1,1767,24,1,1,1767,48
702956,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,25,10,1,1829,1,1,2600,26,1,1,2600,50
e04695,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,35,8,1,3163,1,1,6750,28,1,1,6750,52
900833,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,24,14,1,1617,1,1,2492,22,1,1,2492,46
e03544,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,25,34,1,1734,1,1,1817,2,1,1,1817,26
900900,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,23,14,1,1817,1,1,2633,22,1,1,2633,46
702786,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,26,21,1,2592,1,1,2767,15,1,1,2767,39
900954,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,24,8,1,1220,1,1,4517,28,1,1,4517,52
706602,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,24,22,1,1261,1,1,1599,14,1,1,2021,38
704122,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,24,10,1,1572,1,1,2500,26,1,1,2500,50
900920,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,25,11,1,1237,1,1,1319,25,1,1,1679,49
e05172,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,23,15,1,810,1,1,1651,21,1,1,1651,45
700396,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,32,7,1,2134,1,1,2287,29,1,1,2725,53
709264,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,23,10,1,1204,1,1,1677,26,1,1,1677,50
704802,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,30,2,0,2005,1,1,2005,34,1,1,2005,58
302794,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,25,33,1,991,1,1,991,3,1,1,1524,27
707246,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,27,7,1,1779,1,1,1868,29,1,1,1868,53
901163,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,,1,25,7,1,1524,1,1,2414,28,1,1,2414,52
900369,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,27,8,1,1732,1,1,2683,27,1,1,4017,51
e04465,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,24,15,1,963,1,1,963,21,1,1,3145,45
e01752,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,27,10,1,1824,1,1,1911,26,1,1,1911,50
e04253,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,26,16,1,3659,1,1,3659,20,1,1,3774,42
706435,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,24,11,1,1817,1,1,2275,25,1,1,2275,49
e02682,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,25,15,1,1521,1,1,1950,21,1,1,1950,45
901321,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,25,8,1,1569,1,1,1734,28,1,1,1900,52
700960,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,31,10,1,1784,1,1,2000,26,1,1,2000,50
900845,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,24,13,1,1334,1,1,2210,23,1,1,2210,47
706648,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,28,19,1,1204,1,1,1250,17,1,1,1200,30
e01213,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,24,7,1,1486,1,1,1981,29,1,1,1981,53
e03452,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,23,11,1,1524,1,1,2700,25,1,1,2700,49
700828,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,25,13,1,1373,1,1,1517,23,1,1,1517,47
700795,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,24,10,1,1651,1,1,2478,25,1,1,2478,49
707954,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,24,25,1,1946,1,1,2642,11,1,1,2642,35
e02493,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,26,8,1,1599,1,1,1999,28,1,1,3127,52
e03493,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,25,18,1,1829,1,1,2167,18,1,1,2167,42
900403,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,23,7,1,1499,1,1,1753,29,1,1,1572,53
707026,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,25,10,1,1635,1,1,1524,26,1,1,1524,50
706953,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,31,6,1,1569,1,0,1569,30,1,0,1569,54
900732,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,26,15,1,1829,1,1,2744,21,1,1,2744,45
900982,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,26,11,1,2287,1,1,3258,24,1,1,3258,48
700049,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,23,12,1,1524,1,1,1677,22,1,1,2383,46
e02699,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,30,7,1,1601,1,1,1951,29,1,1,1951,53
706556,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,28,10,1,1779,1,1,2000,26,1,1,2000,50
601649,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,26,13,1,1220,1,1,1448,22,1,1,1448,46
900452,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,28,13,,1784,1,1,1784,23,1,1,1524,43
901314,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,25,18,1,1753,1,1,1906,18,1,1,2733,42
703984,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,26,10,1,1156,1,1,1808,26,1,1,1808,50
